"ID"	"ISBN"	"Price"	"Title"	"Teaser"	"Auth_1"	"Auth_2"	"Auth_3"	"Review"	"Reviewer"	"Issue_date"	"Issue"	"Record_type"	"Sub_headline"	"Headline"	"Publisher"	"Pub_date"	"Categories"	"SubCategories"	"Metadata"	"Image"	"Image2"	"Image3"	"Image4"	"Image5"	"Audio1"	"Link1"	"Link2"
6320	9781611213065	"$29.95"	"Joshua Lawrence Chamberlain and the Petersburg Campaign: His Supposed Charge from Fort Hell, his Near-Mortal Wounding, and a Civil War Myth Reconsidered"		"Rasbach, Dennis A."					"Fall 2016"	"2016-11-1"	"Annotation"			"Savas Beatie"		"Military"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/RasbachJoshuaLawrenceChamberlain.jpg"">"						"<a href=""http://www.savasbeatie.com/books/book_page.php?"">Click here for more information</a>"	
6319	9781611213287	"$34.95"	"The Chickamauga Campaign - Barren Victory: The Retreat into Chattanooga, the Confederate Pursuit, and the Aftermath of the Battle, September 21 to October 20, 1863"		"Powell, David A"					"Fall 2016"	"2016-11-1"	"Annotation"			"Savas Beatie"		"Military"			"<img hspace=6 align=LEFT width=161 height=241 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/PowellChickamaugaCampaign.jpg"">"						"<a href=""http://www.savasbeatie.com/books/book_page.php?bookVAR=Chick_Camp_BV&bookType=about&authorID1=DAPowell&authorID2=empty&authorID3=empty&authorID4=empty&authorID5=empty"">Click here for more information</a>"	
6437	9781611212723	"$13.95"	"""Double Canister At Ten Yards"": The Federal Artillery and the Repulse of Pickett's Charge, July 3, 1863"		"Shultz, David L."					"Spring 2017"	"2017-5-1"	"Annotation"			"Savas Beatie"		"Battles;Regiment;Technology"			"<img hspace=6 align=LEFT width=161 height=241 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ShultzDoubleCanisteratTenYards.jpg"">"						"<a href=""http://www.savasbeatie.com/books/book_page.php?bookVAR=Double_Canister&bookType=about&authorID1=DLShultz&authorID2=empty&authorID3=empty&authorID4=empty&authorID5=empty"">Click here for more information</a>"	
6322	9781611213263	"$32.95"	"Lincoln's Greatest Journey: Sixteen Days that Changed a Presidency, March 24 - April 8, 1865"		"Trudeau, Noah Andre"					"Fall 2016"	"2016-11-1"	"Annotation"			"Savas Beatie"		"Politics"			"<img hspace=6 align=LEFT width=161 height=241 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TrudeauLincolnsGreatestJourney.jpg"">"						"<a href=""http://www.savasbeatie.com/books/book_page.php?bookVAR=Lincolns_Journey&bookType=about&authorID1=NATrudeau&authorID2=empty&authorID3=empty&authorID4=empty&authorID5=empty"">Click here for more information</a>"	
6372	9781611213331	"$14.99"	"The Ultimate guide to the Gettysburg Address"		"Hirsch, David"	"Van Haften, Dan"				"Winter 2017"	"2017-2-1"	"Annotation"			"Savas Beatie"		"Politics"			"<img hspace=6 align=LEFT width=161 height=113 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/HirschGettysburgAddress.jpg"">"						"<a href=""http://www.savasbeatie.com/index.htm"">Click here for more information</a>"	
6442	9780813938776	"$39.50"	"A Sage of the New South: Race, Law, and Public Debt in Virginia"		"Tarter, Brent"					"Spring 2017"	"2017-5-1"	"Annotation"			"University of Virginia Press"		"Reconstruction;Social_History"			"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/VAdebt.jpg"">"						"<a href=""http://www.upress.virginia.edu/title/4940"">Click here for more information</a>"	
6446	9781594162268	"$18.95"	"Lee's Lost Dispatch and Other Civil War Controversies"		"Leigh, Philip"					"Spring 2017"	"2017-5-1"	"Annotation"			" Westholme"		"Battles;Military;Politics"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/leeslostdispatch.jpg"">"						"<a href=""http://www.westholmepublishing.com/lees_lost_dispatch.php "">Click here for more information</a>"	
6439	9780300223385	"$28.00"	"The Winchester: The Gun That Built an american Dynasty"		"Trevelyan, Laura"					"Spring 2017"	"2017-5-1"	"Annotation"			"Yale University Press"		"Military;Politics"			"<img hspace=6 align=LEFT width=161 height=246 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TrevelyanTheWinchester.jpg"">"						"<a href=""http://yalebooks.com/book/9780300223385/winchester"">Click here for more information</a>"	
6386	9781421421452	"$19.95 (paperback)"	"Living Hell: The Dark Side of the Civil War"		"Adams, Michael C.C."					"Winter 2017"	"2017-2-1"	"Annotation"			"Johns Hopkins Press"		"Military;Social_History"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/adamslivinghellf.jpg"">"						"<a href=""https://jhupbooks.press.jhu.edu/content/living-hell"">Click here for more information</a>"	
6370	9781421421285	"$45.00"	"Wealth and Disaster: Atlantic Migrations from a Pyrenean town in the Eighteenth and Nineteenth Centuries"		"Force, Pierre"					"Winter 2017"	"2017-2-1"	"Annotation"			"John Hopkins Press"		"Social_History"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ForceWealthandDisaster.jpg"">"						"<a href=""https://jhupbooks.press.jhu.edu/content/wealth-and-disaster"">Click here for more information</a>"	
6426		"$75.00"	"John McDonald and the Whiskey Ring: From Thug to Grant's Inner Circle"		"Cooper, Edward S."					"Spring 2017"	"2017-5-1"	"Annotation"			"Fairleigh Dickinson University Press"		"Military;Politics"		9781683930129	"<img hspace=6 align=LEFT width=161 height=241 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CooperWhiskeyRing.jpg"">"						"<a href=""https://rowman.com/ISBN/9781683930129/John-McDonald-and-the-Whiskey-Ring-From-Thug-to-Grants-Inner-Circle"">Click here for more information</a>"	
6331	9781574416503	"$29.95"	"No Hope for Heaven, No Fear of Hell: The Stafford-Townsend Feud of Colorado County, Texas, 1871-1911"		"Kearney, James C.; Stein, Bill"	"Smallwood, James"				"Fall 2016"	"2016-11-1"	"Annotation"			"University of North Texas Press"		"Politics;Social_History"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/KearneyNoHopeforHeaven.jpg"">"						"<a href=""https://untpress.unt.edu/catalog/3715"">Click here for more information</a>"	
6440	9781515396994	"$19.95"	"Hoffman's Army: The 31st Virginia Infantry, CSA"		"Wooddell, David W."					"Spring 2017"	"2017-5-1"	"Annotation"			"CreateSpace Publishing"		"Battles;Military;Reference;Regiment"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WooddellHoffmansArmy.jpg"">"						"<a href=""https://www.amazon.com/Hoffmans-Army-31st-Virginia-Infantry/dp/1515396991/ref=sr_1_1?s=books&ie=UTF8&qid=1493229833&sr=1-1&keywords=hoffman%27s+army"">Click here for more information</a>"	
6382	9780738503578	"$24.99"	"The Union Cavalry Comes of Age: Hartwood Church to Brandy Station, 1863"		"Wittenberg, Eric J."					"Winter 2017"	"2017-2-1"	"Annotation"			"History Press"		"Battles;Cavalry;Military"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WittenbergTheUnionCavalry.jpg"">"						"<a href=""https://www.arcadiapublishing.com/Products/9780738503578"">Click here for more information</a>"	
6312	9781467136969	"$21.99"	"Paducah and the Civil War"		"Cashon, John Philip"					"Fall 2016"	"2016-11-1"	"Annotation"			"Arcadia"		"Military"			"<img hspace=6 align=LEFT width=161 height=232 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CashonPaducahandtheCivilWar.jpg"">"						"<a href=""https://www.arcadiapublishing.com/Products/97814671"">Click here for more information</a>"	
6376	9781467124225	"$21.99"	"Images of America: Civil War Graves of Northern Virginia"		"Mills, Charles A."					"Winter 2017"	"2017-2-1"	"Annotation"			"Arcadia"		"Social_History"			"<img hspace=6 align=LEFT width=161 height=234 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/MillsCivilWarGraves.jpg"">"						"<a href=""https://www.arcadiapublishing.com/Products/9781467124225"">Click here for more information</a>"	
6431	9781625858399	"$21.99"	"The Yazoo Pass Expedition: A Union Thrust into the Delta"		"McCluney Jr., Larry Allen"					"Spring 2017"	"2017-5-1"	"Annotation"			"The History Press"		"Battles"			"<img hspace=6 align=LEFT width=161 height=244 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/McCluneyTheYazooPass.jpg"">"						"<a href=""https://www.arcadiapublishing.com/Products/9781625858399"">Click here for more information</a>"	
6367	9781626198920	"$21.99"	"The Battle of Glendale: Robert E. Lee's Lost Opportunity"		"Crenshaw, Douglas"					"Winter 2017"	"2017-2-1"	"Annotation"			"History Press"		"Battles;Military"			"<img hspace=6 align=LEFT width=161 height=241 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CrenshawBattleofGlendale.jpg"">"						"<a href=""https://www.arcadiapublishing.com/Products/9781626198920"">Click here for more information</a>"	
6324	9781611175363	"$39.99"	"The Civil War Letters of Alexander McNeill, 2nd South Carolina Infantry Regiment"		"Wyckoff, Mac"	"Starling, Cora Lee Godsey"				"Fall 2016"	"2016-11-1"	"Annotation"			"University of South Carolina Press"		"Biographies;Military;Politics"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WyckoffCivilWarLetters.jpg"">"						"<a href=""https://www.sc.edu/uscpress/books/2016/7536.html"">Click here for more information</a>"	
6425	9781611177138	"$34.99"	"Captain James Carlin: Anglo-American Blockade Runner"		"Carlin, Colin"					"Spring 2017"	"2017-5-1"	"Annotation"			"The University of South Carolina Press"		"Biographies"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CarlinCaptainJamesCarlin.jpg"">"						"<a href=""https://www.sc.edu/uscpress/books/2016/7713.html"">Click here for more information</a>"	
6436	9781469633367	"$24.00"	"A Field Guide to Gettysburg"		"Reardon, Carol"	"Vossler, Tom"				"Spring 2017"	"2017-5-1"	"Annotation"			"University of North Carolina Press"		"Reference"			"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ReardonGettysburg.jpg"">"						"<a href=""https://www.uncpress.org/book/9781469633367/a-field-guide-to-gettysburg-second-edition/"">Click here for more information</a>"	
6364	9780761187394	"$12.95"	"Spy on History: Mary Bowser and the Civil War Spy Ring"		"Alberti, Enigma"	"Cliff, Tony"				"Winter 2017"	"2017-2-1"	"Annotation"			"Workman"		"For_Kids"			"<img hspace=6 align=LEFT width=161 height=227 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AlbertiSpyonHistory.jpg"">"						"<a href=""https://www.workman.com/products/spy-on-history-mary-bowser-and-the-civil-war-spy-ring"">Click here for more information</a>"	
6531	9781611212600	"$26.95"	"Resisting Sherman: A Confederate Surgeon's Journal and the Civil War in the Carolinas, 1865"		"Robertson, Thomas Heard Jr."					"Fall 2017"	"2017-11-1"	"Annotation"			"Savas Beatie"					"<img hspace=6 align=LEFT width=161 height=247 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ResistingSherman.jpg"">"						"<a href=http://savasbeatie.com/books/book_page.php?bookVAR=ResistingSherman&bookType=about&authorID1=THRobertson&authorID2=empty&authorID3=empty&authorID4=empty&authorID5=empty>Click here for more information</a>"	
6552	"978-0-8093-3384-4"	"$19.95"	"Looking for Lincoln in Illinois"		"Fraker, Guy C."					"Fall 2017"	"2017-11-1"	"Annotation"			"Southern Illinois University Press"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/frakerlincoln.jpg"">"						"<a href=http://siupress.com/books/978-0-8093-3384-4>Click here for more information</a>"	
6553	9780674088726	"$19.95"	"Blake or the Huts of America: A Corrected Edition"		"Delany, Martin R."	"(ed.) McGann, Jerome"				"Fall 2017"	"2017-11-1"	"Annotation"			"Harvard University Press"					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/delanyblake.jpg"">"						"<a href=http://www.hup.harvard.edu/catalog.php?isbn=9780674088726>Click here for more information</a>"	
6484	9780674659544	"$29.95"	"Man's Better Angels: Romantic Reformers and the Coming of the Civil War"		"Gura, Philip F."					"Summer 2017"	"2017-8-1"	"Annotation"			"Harvard University Press"					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/betterangelswr.jpg"">"						"<a href=http://www.hup.harvard.edu/catalog.php?isbn=9780674659544>Click here for more information</a>"	
6557	"978-1-60635-304-2"	"$24.95"	"Death of an Assassin: The True Story of the German Murderer Who Died Defending Robert E. Lee"		"Ackermann, Ann Marie"					"Fall 2017"	"2017-11-1"	"Annotation"			"Kent State University Press"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/Ackermann.jpg"">"						"<a href=http://www.kentstateuniversitypress.com/2016/death-of-an-assassin-2/>Click here for more information</a>"	
6604	9781606353097	"$39.95"	"Phantoms of the South Fork: Captain McNeill and His Rangers"		"French, Steve"					"Winter 2018"	"2018-2-1"	"Annotation"			"Kent State University Press"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/frenchphantoms.jpg"">"						"<a href=http://www.kentstateuniversitypress.com/2016/phantoms-of-the-south-fork-2/>Click here for more information</a>"	
6478	9780813167473	"$40.00"	"Lincoln before Lincoln: Early Cinematic Adaptations of the Life of America's Greatest President"		"Snee, Brian J."					"Summer 2017"	"2017-8-1"	"Annotation"			"University Press of Kentucky"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/lincolnonlincolnwr.jpg"">"						"<a href=http://www.kentuckypress.com/live/title_detail.php?titleid=2681#.WXI1zGeotQs>Click here for more information</a>"	
6540	9780786495764	"$39.95"	"Joseph Brown and His Civil War Ironclads: The USS Chillicothe, Indianola, and Tuscumbia"		"Smith, Myron J."					"Fall 2017"	"2017-11-1"	"Annotation"			"McFarland"					"<img hspace=6 align=LEFT width=161 height=230 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ironclads.jpg"">"						"<a href=http://www.mcfarlandbooks.com/book-2.php?id=978-0-7864-9576-4>Click here for more information</a>"	
6493	9781476663296	"$35.00"	"Chasing Mosby, Killing Booth: The 16th New York Volunteer Cavalry"		"son, James"					"Summer 2017"	"2017-8-1"	"Annotation"			"McFarland"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/mosbyboothwr.jpg"">"						"<a href=http://www.mcfarlandbooks.com/book-2.php?id=978-1-4766-6329-6>Click here for more information</a>"	
6482	9781476665368	"$39.95"	"The Cavalries at Stones River: An Analytical History"		"Belcher, Dennis W."					"Summer 2017"	"2017-8-1"	"Annotation"			"Mcfarland"					"<img hspace=6 align=LEFT width=161 height=230 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/cavalriesstoneswr.jpg"">"						"<a href=http://www.mcfarlandbooks.com/book-2.php?id=978-1-4766-6536-8 >Click here for more information</a>"	
6494	9781476665580	"$45.00"	"The Home Voices Speak Louder Than the Drums: Dreams and the Imagination in Civil War Letters and Memoirs"		"Burch, Wanda Easter"					"Summer 2017"	"2017-8-1"	"Annotation"			"McFarland"					"<img hspace=6 align=LEFT width=161 height=230 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ homevoiceswr.jpg"">"						"<a href=http://www.mcfarlandbooks.com/book-2.php?id=978-1-4766-6558-0>Click here for more information</a>"	
6486	9781476665603	"$39.95"	"Civil War Hospital Newspapers: Histories and Excerpts of Nine Union Publications"		"Spar, Ira"					"Summer 2017"	"2017-8-1"	"Annotation"			"McFarland"					"<img hspace=6 align=LEFT width=161 height=230 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/civilwarhospitalnewswr.jpg"">"						"<a href=http://www.mcfarlandbooks.com/book-2.php?id=978-1-4766-6560-3>Click here for more information</a>"	
6548	9781476667607	"$45.00"	"Military Trains and Railways: An Illustrated History"		"Lepage, Jean-Denis G.G."					"Fall 2017"	"2017-11-1"	"Annotation"			"McFarland"					"<img hspace=6 align=LEFT width=161 height=230 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/militarytrains.jpg"">"						"<a href=http://www.mcfarlandbooks.com/book-2.php?id=978-1-4766-6760-7>Click here for more information</a>"	
6483	9781476668215	"$49.95"	"The Army of Tennessee: Organization, Strength, Casualties, 1862–1865"		"Collins, Darrell L."	" Johnson, Janiece L."				"Summer 2017"	"2017-8-1"	"Annotation"			"McFarland"					"<img hspace=6 align=LEFT width=161 height=209alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/armyoftennesseewr.jpg"">"						"<a href=http://www.mcfarlandbooks.com/book-2.php?id=978-1-4766-6821-5>Click here for more information</a>"	
6492	9781476669861	"$35.00"	"Brigadier General Robert L. McCook and Colonel Daniel McCook, Jr.: A Union Army Dual Biography"		"Fanebust, Wayne"					"Summer 2017"	"2017-8-1"	"Annotation"			"McFarland"					"<img hspace=6 align=LEFT width=161 height=242alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/unionarmydualwr.jpg"">"						"<a href=http://www.mcfarlandbooks.com/book-2.php?id=978-1-4766-6986-1>Click here for more information</a>"	
6549	9780881466065	"$35.00"	"Our Good and Faithful Servant: James Moore Wayne and Georgia Unionism"		"McMahon, Joel"					"Fall 2017"	"2017-11-1"	"Annotation"			"Mercer"					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/georgiaunionism.jpg"">"						"<a href=http://www.mupress.org/Our-Good-and-Faithful-Servant-James-Moore-Wayne-and-Georgia-Unionism-P930.aspx>Click here for more information</a>"	
6479	9780881465945	"$30.00"	"Reconstruction in Georgia: Economic, Social, Political, 1865-1872"		"Thompson, C. Mildred"					"Summer 2017"	"2017-8-1"	"Annotation"			"Mercer University Press"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/recongeorgiawr.jpg"">"						"<a href=http://www.mupress.org/Reconstruction-in-Georgia-Economic-Social-Political-1865-1872-P919.aspx>Click here for more information</a>"	
6602	9780881466041	"$35.00"	"The Legion's Fighting Bulldog: The Civil War Correspondence of William Gaston Delony, Lieutenant Colonel of Cobb's Georgia Legion Cavalry, and Rosa Delony, 1853-1863"		"Dooley, Vincent Joseph"	"Thomas, Samuel Norman Jr."				"Winter 2018"	"2018-2-1"	"Annotation"			"Mercer University Press"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/dooleybulldog.jpg"">"						"<a href=http://www.mupress.org/The-Legions-Fighting-Bulldog-The-Civil-War-Correspondence-of-William-Gaston-Delony-Lieutenant-Colonel-of-Cobbs-Georgia-Legion-Cavalry-and-Rosa-Delony-1853-1863-P928.aspx >Click here for more information</a>"	
6541	9781612348568	"$32.95"	"Plotting to Kill the President: Assassination Attempts from Washington to Hoover"		"Ayton, Mel"					"Fall 2017"	"2017-11-1"	"Annotation"			"Potomac Books"					"<img hspace=6 align=LEFT width=161 height=116 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/binghampeoplewr.jpg"">"						"<a href=http://www.nebraskapress.unl.edu/potomac/9781612348568/>Click here for more information</a>"	
6554	9780821421604	" $18.36"	"Driven Toward Madness: The Fugitive Slave Margaret Garner and Tragedy on the Ohio"		"Taylor, Nikki M."					"Fall 2017"	"2017-11-1"	"Annotation"			"Ohio University Press"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/taylordriven.jpg"">"						"<a href=http://www.ohioswallow.com/book/Driven+toward+Madness >Click here for more information</a>"	
6488	9780870623868	"$45.00"	"At Sword's Point, Part 2: A Documentary History of the Utah War, 1858–1859"		"Ed. MacKinnon, William"					"Summer 2017"	"2017-8-1"	"Annotation"			"University of Oklahoma Press"					"<img hspace=6 align=LEFT width=161 height=260 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/swordspoint2wr.jpg"">"						"<a href=http://www.oupress.com/ECommerce/Book/Detail/2132/at%20sword%2027s%20point%20%20part%202>Click here for more information</a>"	
6543	9780806157238	"$130.00"	"Mountain Meadows Massacre: Collected Legal Papers"		"Turely, Richard E."	"Carruth, Lajean Purcell"	"Johnson, Janiece L."			"Fall 2017"	"2017-11-1"	"Annotation"			"University of Oklahoma Press"					"<img hspace=6 align=LEFT width=161 height=224 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/binghampeoplewr.jpg"">"						"<a href=http://www.oupress.com/ECommerce/Book/Detail/2208/mountain%20meadows%20massacre>Click here for more information</a>"	
6550	870624415	"$60.00"	"Utah and the American Civil War: The Written Record"		"Alford, Kenneth L."					"Fall 2017"	"2017-11-1"	"Annotation"			"Arthur H. Clark Company"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/utahwritten.jpg"">"						"<a href=http://www.oupress.com/ECommerce/Book/Detail/2251/utah%20and%20the%20american%20civil%20war>Click here for more information</a>"	
6534	9781455623075	"$23.96"	"The Camel Regiment: A History of the Bloody 43rd Mississippi Volunteer Infantry, CSA 1862-65"		"Bell, W."					"Fall 2017"	"2017-11-1"	"Annotation"			"Pelican"					"<img hspace=6 align=LEFT width=161 height=241 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/camelregiment.jpg"">"						"<a href=http://www.pelicanpub.com/proddetail.php?prod=9781455623075#.WfC0W2hSyCo>Click here for more information</a>"	
6477	9780252039812	"$35.00"	"Herndon on Lincoln: Letters"		"Herndon, William H."	"Wilson, Douglas L."	"Davis, Rodney Davis O."			"Summer 2017"	"2017-8-1"	"Annotation"			"University of Illinois Press"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/herndonlincolnwr.jpg"">"						"<a href=http://www.press.uillinois.edu/books/catalog/27thg5hy9780252039812.html>Click here for more information</a>"	
6489	9780252081866	"$25.95"	"Bloomer Girls: Women Baseball Pioneers"		"Shattuck, Debra A."					"Summer 2017"	"2017-8-1"	"Annotation"			"University of Illinois Press"					"<img hspace=6 align=LEFT width=161 height=237 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/bloomergirlswr.jpg"">"						"<a href=http://www.press.uillinois.edu/books/catalog/74pgn3qk9780252040375.html >Click here for more information</a>"	
6480	9781611213195	"$14.95"	"All the Fighting They Want: The Atlanta Campaign from Peachtree Creek to the City's Surrender, July 18-September 2, 1864"		"Davis, Stephen"					"Summer 2017"	"2017-8-1"	"Annotation"			"Savas Beatie"					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AllTheFightingwr.jpg"">"						"<a href=http://www.savasbeatie.com/books/book_page.php?bookVAR=AllTheFighting&bookType=about&authorID1=SDavis&authorID2=empty&authorID3=empty&authorID4=empty&authorID5=empty>Click here for more information</a>"	
6496	9781611213775	"$14.95"	"Battle above the Clouds: Lifting the Siege of Chattanooga and the Battle of Lookout Mountain, October 16 - November 24, 1863"		"Powell, David A."					"Summer 2017"	"2017-8-1"	"Annotation"			"Savas Beatie"					"<img hspace=6 align=LEFT width=161 height=240 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/BattleCloudswr.jpg"">"						"<a href=http://www.savasbeatie.com/books/book_page.php?bookVAR=BattleClouds&bookType=about&authorID1=DAPowell&authorID2=empty&authorID3=empty&authorID4=empty&authorID5=empty>Click here for more information</a>"	
