ID	ISBN	Price	Title	Teaser	Auth_1	Auth_2	Auth_3	Review	Reviewer	Issue_date	Issue	Record_type	Sub_headline	Headline	Publisher	Pub_date	Categories	SubCategories	Metadata	Image	Field21
1682	865547386	$35.00	Righteous Armies, Holy Cause: Apocalyptic Imagery and the Civil War		Aamodt, Terrie Dopp			Please see print version for full text.	Payne , Rodger	Winter 2003	2002-12-01	Review	Apocalyptic rhetoric shook north and south	God of battles	Mercer University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/RighteousArmiesHolyCause.jpg"">"	
1683	679642625	$22.95	Some Memories of a Long Life, 1854-1911		Harlan, Malvina Shanklin			Please see print version for full text.	McMillen, Sally G.	Winter 2003	2002-12-01	Review	Wife's memoirs focus on judge's career	Singular devotion	Modern Library					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SomeMemoriesofaLongLife.jpg"">"	
1684	826214037	$32.50	Louisianians in the Civil War		Hewitt, Lawrence Lee	Bergeron Jr., Arthur W.		Please see print version for full text.	Rodrigue, John C.	Winter 2003	2002-12-01	Review	Collection of essays examines diversity of wartime experience	Many faces, many facets	University of Missouri Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/LouisianiansintheCivilWar.jpg"">"	
1685	1572493011	$19.95	Swallowed Up In Victory: A Civil War Narrative Petersburg, 18641865		Passarella, Lee			Please see print version for full text.	Calkins, Chris	Winter 2003	2002-12-01	Review	Historical and fictitious characters recreate stalemate	Poetic Petersburg	Burd Street Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SwallowedUpinVictory.jpg"">"	
1686	1889274186	$25.00	Meade's Reprise: A Novel of Gettysburg, War and Intrigue		Merriam, John Duke			Please see print version for full text.	Ashdown, Paul	Winter 2003	2002-12-01	Review	Rewriting Meade vs. Lee	Alternate history	Posterity Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/MeadesReprise.jpg"">"	
1687	1572492724	$19.95	Slaves Who Dared: The Stories of Ten African-American Heroes		Garrison, Mary			Please see print version for full text.	Yoder, Carolyn P.	Winter 2003	2002-12-01	Review	African-American heroes tell their stories	Life after slavery	White Mane Kids					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SlavesWhoDared.jpg"">"	
1688	374316775	$18.00	The Spirit and Gilly Bucket		Dahlberg, Maurine F.			Please see print version for full text.	Rose, Julia	Winter 2003	2002-12-01	Review	Coming-of-age tale explores complex historical relationships	Spirit and spitfire	Farrar, Straus and Giroux					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheSpiritandGillyBucket.jpg"">"	
2284	385499256	$23.95	Walk Through Darkness		Durham, David Anthony			Please see print version for full text.	Pulliam, June	Fall 2002	2002-09-01	Review			Doubleday					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WalkThroughDarkness.jpg"">"	
2285	786409762	$39.95	Cubans in the Confederacy:<br>  Jos Agustn Quintero, Ambrosio Jos Gonzales, and Loreta Janeta Velazquez		Phillip, Thomas Tucker			Please see print version for full text.	Simmons Jr., Donald C.	Fall 2002	2002-09-01	Review			McFarland & Company Publishers					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CubansintheConfederacy.jpg"">"	
2286	865547572	$35.00	A Kingdom Not of This World:<br> Stuart Robinson's Struggle to Distinguish the Sacred from the Secular during the Civil War		Graham, Preston D.			Please see print version for full text.	Crowe, Ian	Fall 2002	2002-09-01	Review			Mercer University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AKingdomnotofthisWorld.jpg"">"	
2288	807127809	$49.95	Defend This Old Town:<br> Williamsburg During the Civil War		Dubbs, Carol Kettenburg			Please see print version for full text.	Deppen, John	Fall 2002	2002-09-01	Review			Louisiana State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/DefendThisOldTown.jpg"">"	
2289	195150996	$26.00	Abraham Lincoln and Civil War America:  A Biography		Gienapp, William E.			Please see print version for full text.	Prokopowicz, Gerald J.	Fall 2002	2002-09-01	Review			Oxford University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AbrahamLincolnandCivilWarAmerica.jpg"">"	
2290	807826383	$55.00	Black Identity and Black Protest in the Antebellum North		Rael, Patrick			Please see print version for full text.	Rhodes, Jane	Fall 2002	2002-09-01	Review			University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/BlackIdentityandBlackProtest.jpg"">"	
2291	60186348	$25.95	Honor's Kingdom:<br> A Novel of Historical Suspense		Parry, Owen			Please see print version for full text.	Hill, Thomas	Fall 2002	2002-09-01	Review			William Morrow					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/HonorsKingdom.jpg"">"	
2293	811713954	$27.95	War of the Aeronauts: A History of Ballooning in the Civil War		Evans, Charles M.			Please see print version for full text.	Gross, William S.	Fall 2002	2002-09-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WarofTheAeronauts.jpg"">"	
2294	786710136	$28.00	The Sands of Pride: A Novel of the Civil War		Trotter, William R.			Please see print version for full text.	Olpin, Larry	Fall 2002	2002-09-01	Review			Carroll & Graf Publishers					"<img hspace=6 align=LEFT width=161 height=248 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheSandsofPride.jpg"">"	
2295	811700933	$26.95	The American Civil War: An English View<br> The Writings of Field Marshal Viscount Wolseley		Rawley, James A.			Please see print version for full text.	Brazier, Julian	Fall 2002	2002-09-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheAmericanCivilWarAnEnglishView.jpg"">"	
2296	875802869	$32.00	Slaves, Sailors, Citizens:  African Americans in the Union Navy		Ramold, Steven J.			Please see print version for full text.	Bogle, Lori Lyn	Fall 2002	2002-09-01	Review			Northern Illinois University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/Slaves,Sailors,Citizens.jpg"">"	
2297	674006453	$29.95	The Black Hearts of Men:<br> Radical Abolitionists and the Transformation of Race		Stauffer, John			Please see print version for full text.	Russo, Peggy A.	Fall 2002	2002-09-01	Review			Harvard University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheBlackHeartsofMen.jpg"">"	
2298	807826871	$39.95	Lee's Tar Heels: <br>The Pettigrew-Kirkland-MacRae Brigade		Hess, Earl J.			Please see print version for full text.	Bushnell, William D.	Fall 2002	2002-09-01	Review			University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/LeesTarheels.jpg"">"	
2303	807127582	$34.95	Still Fighting the Civil War: <br>The American South and Southern History		Goldfield, David			Please see print version for full text.	Foote, Kenneth E.	Fall 2002	2002-09-01	Review			Louisiana State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/StillFightingTheCivilWar.jpg"">"	
2304	811713946	$27.95	Winchester Divided:<br> The Civil War Diaries of Julia Chase & Laura Lee		Mahon,  Michael G.			Please see print version for full text.	Sheehan-Dean, Aaron	Fall 2002	2002-09-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WinchesterDivided.jpg"">"	
2307	1571683088	$22.95	Death on the Nueces: German Texans Treue der Union		Underwood, Rodman L.			Please see print version for full text.	Kamphoefner, Walter D.	Fall 2002	2002-09-01	Review			Eakin Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/DeathontheNeuces.jpg"">"	
2310	881504874	$30.00	The Battered Stars:<br> One State's Civil War Ordeal During Grant's Overland Campaign		Coffin, Howard			Please see print version for full text.	Herberger, Charles F.	Fall 2002	2002-09-01	Review			The Countryman Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheBatteredStars.jpg"">"	
2312	670031178	$27.95	Richmond Burning: The Last Days of the Confederate Capital		Lankford, Nelson			Please see print version for full text.	Harter, Dale F.	Fall 2002	2002-09-01	Review			Viking					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/RichmondBurning.jpg"">"	
2314	807827096	$39.95	Working Cures: Healing, Health, and Power on Southern Slave Plantations		Fett, Sharla M.			Please see print version for full text.	Singleton, Theresa A.	Fall 2002	2002-09-01	Review			University Press of North Carolina					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WorkingCures.jpg"">"	
2315	252027027	$34.95	In Tender Consideration:<br> Women, Families, and the Law in Abraham Lincoln's Illinois		Stowell, Daniel W.			Please see print version for full text.	Hardy Jr., James D.	Fall 2002	2002-09-01	Review			University of Illinois Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/InTenderConsideration.jpg"">"	
2316	674006488	$39.95	The Language of War:<br> Literature and Culture in the U.S. from the Civil War through World War II		Dawes, James			Please see print version for full text.	Clark, Margaret L.	Fall 2002	2002-09-01	Review			Harvard University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheLaguageofWar.jpg"">"	
2317	742520846	$35.00	The Badax Tigers:<br> From Shiloh to the Surrender with the 18th Wisconsin Volunteers		Nanzig, Thomas P.			Please see print version for full text.	Reedy, Jory V.	Fall 2002	2002-09-01	Review			Rowman & Littlefield Publishers					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheBadaxTigers.jpg"">"	
2318	811718247	$22.95	An Unerring Fire:<br> The Massacre at Fort Pillow		Fuchs, Richard L.			Please see print version for full text.	Wood, Robert	Fall 2002	2002-09-01	Review			Stackpole Books					"<img hspace=6 align=LEFT width=161 height=242 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/FuchsAnUnerringFire.jpg"">"	
2320	1557287260	$24.95	Getting Used to Being Shot At: <br>The Spence Family Civil War Letters		Christ, Mark K.			Please see print version for full text.	Bergeron Jr., Arthur W.	Fall 2002	2002-09-01	Review			University of Arkansas Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/GettingUsedtoBeingShotAt.jpg"">"	
2321	1890817600	$8.95	Abraham Lincoln: Letters from a Slave Girl (Dear Mr. President)		Pinkney, Andrea Davis			Please see print version for full text.	Baker, Jean Harvey	Summer 2001	2001-06-01	Review	Book imagines President Lincoln's correspondence with a southern slave child	Presidential pen pal	Winslow Press					"<img hspace=6 align=LEFT width=161 height=230 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/PinkneyDearMrPresident.jpg"">"	
2322	157441125X	$39.95	Gideon Lincecum's Sword: Civil Letters from the Texas Home Front		Lincecum, Jerry Bryan	Phillips, Edward Hake	Redshaw, Peggy A.	Please see print version for full text.	Marten, James	Fall 2001	2001-09-01	Review	Noted naturalist expresses southern sympathy	Gideon's word	University of North Texas Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/GideonLincecum.jpg"">"	
2323	157072184X	$23.95	The Ambush of My Name		Marks, Jeffrey			Please see print version for full text.	Shuman, Malcolm K.	Fall 2001	2001-09-01	Review	Writers hit the mark with historical fiction	Novel additions	Overmountain Press					"<img hspace=6 align=LEFT width=161 height=228 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheAmbushofMyName.jpg"">"	
2324	807826243	$34.95	Gettysburg-The First Day		Pfanz, Harry W.			Please see print version for full text.	Gallman, J. Matthew	Fall 2001	2001-09-01	Review	Shedding light on the battle of Gettysburg	'And on the first day...'	University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/gettysburythefirstday.jpg"">"	
2325	817310894	$24.95	Cudjo's Cave		Trowbridge, John Townsend			Please see print version for full text.	Stauffer, John	Spring 2002	2002-03-01	Review	Two novels present polar political views	Nature of progress	University of Alabama Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/Cudjo'sCave.jpg"">"	
2326	786409770	$49.95	Slavery and Crime in Missouri, 1773-1865		Frazier, Harriet C.			Please see print version for full text.	Hardy, Jr., James D.	Spring 2002	2002-03-01	Review	Three books examine 'inescapable isue'	'The question of slavery'	McFarland & Company					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SlaveryandCrimeinMissouri.jpg"">"	
2327	1558492712	$39.95	The Fugitive's Gibraltar		Grover, Kathryn			Please see print version for full text.	Hardy, Jr., James D.	Spring 2002	2002-03-01	Review	Three books examine 'inescapable issue'	'The question of slavery'	University of Massachusetts Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/FugitivesGibraltar.jpg"">"	
2363	375503722	$23.95	No Certain Rest: A Novel		Lehrer, Jim			Please see print version for full text.	Harrison, Margaret C.	Winter 2003	2002-12-01	Review	Fictional archaeologist investigates unmarked grave	Mystery and history						"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/nocertainrest.jpg"">"	
2364	151003890	$28.00	Surviving the Confederacy: Rebellion, Ruin, and RecoveryRoger and Sara Pryor During the Civil War		Waugh, John C.			Please see print version for full text.	Silverman, Jason H.	Winter 2003	2002-12-01	Review	Personal story reveals national crisis	They were there	Harcourt					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/SurvivingtheConfederacy.jpg"">"	
2366	813122414	$45.00	When Slavery Was Called Freedom: Evangelicalism, Proslavery, and the Causes of the Civil War		Daly, John Patrick			Please see print version for full text.	Jones, Carolyn M.	Winter 2003	2002-12-01	Review	Regions fostered opposing politics, common theology	The tie that binds	University of Kentucky Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/WhenSlaveryWasCalledFreedom.jpg"">"	
2367	292734611	$22.95	The Last Battle of the Civil War: Palmetto Ranch		Hunt, Jeffrey Wm.			Please see print version for full text.	Alberts, Don E.	Winter 2003	2002-12-01	Review	An analysis of the final battle	End of the trail	University of Texas Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheLastBattleoftheCivilWar.jpg"">"	
2368	823221954	$45.00	An Uncommon Time: The Civil War and the Northern Home Front		Cimbala, Paul A.	Miller, Randall M.		Please see print version for full text.	Laver, Harry S.	Winter 2003	2002-12-01	Review	Essays explore the war at home	Diversity in the North	Fordham University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/anuncommontime.jpg"">"	
2369	081170520X	$49.95	Don Troiani's Regiments & Uniforms of the Civil War		Troiani, Don	Coates, Earl J.	McAfee, Michael J.	Please see print version for full text.	Spedale, William A.	Winter 2003	2002-12-01	Review	Collaborative effort presents detailed account	Pictorial history	Stackpole Books					"<img hspace=6 align=LEFT width=161 height=214 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/DonTroianisRegiments&Uniforms.jpg"">"	
2370	1570034184	$39.95	Ironclads and Big Guns of the Confederacy: The Journal and Letters of John M. Brooke		Brooke Jr., George M.			Please see print version for full text.	Hackemer, Kurt	Winter 2003	2002-12-01	Review	Respected naval officer's journal and letters published	Wartime career	University of South Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/IroncladsandBigGunsoftheConfederacy.jpg"">"	
2371	807827452	$29.95	Lee's Last Retreat: The Flight to Appomattox		Marvel, William			Please see print version for full text.	Morris Jr., Roy	Winter 2003	2002-12-01	Review	Low-key surrender transformed into national passion play	Myth and memory	University of North Carolina Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/leeslastretreat.jpg"">"	
2372	803221622	$45.00	And Keep Moving On: The Virginia Campaign, MayJune 1864		Grimsley, Mark			Please see print version for full text.	Gannon, James P.	Winter 2003	2002-12-01	Review	Volume gives an overview of Grant's Overland Campaign	Concise synthesis	University of Nebraska Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AndKeepMovingOn.jpg"">"	
2373	873387090	$39.00	Campfires of Freedom: The Camp Life of Black Soldiers During the Civil War		Wilson, Keith P.			Please see print version for full text.	Jordan Jr., Ervin L.	Winter 2003	2002-12-01	Review	Work studies off-duty camp life among black troops	More than soldiers	Kent State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CampfiresofFreedom.jpg"">"	
2374	803220057	$39.95	Grant's Secret Service: The Intelligence War from Belmont to Appomattox		Feis, William B.			Please see print version for full text.	Perret, Geoffrey	Winter 2003	2002-12-01	Review	How did Grant save the Union?	Military intelligence	University of Nebraska Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/GrantsSecretService.jpg"">"	
2375	1574883941	$26.95	Charles Dahlgren of Natchez: The Civil War and Dynastic Decline		Gower, Herschel			Please see print version for full text.	Godbold, E. Stanly	Winter 2003	2002-12-01	Review	A family and nation in conflict revealed	Yankee turned Rebel	Brassey's					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/CharlesDahlgrenofNatchez.jpg"">"	
2376	1574883852	$24.95	Little Phil: A Reassessment of the Civil War Leadership of Gen. Philip H. Sheridan		Wittenberg, Eric J.			Please see print version for full text.	Dawson III, Joseph G.	Winter 2003	2002-12-01	Review	A case is made against Sheridan	Undeserved reputation	Brassey's					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/LittlePhil.jpg"">"	
2377	870136178	$54.95	The Reconstruction Desegregation Debate: The Politics of Equality and the Rhetoric of Place, 1870-1875		Wilson, Kirt H.			Please see print version for full text.	Smith, John David	Winter 2003	2002-12-01	Review	Race relations uncovered through rhetoric	National discourse	Michigan State University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/TheReconstructionDesegregationDebate.jpg"">"	
2378	1581822618	$20.95	To the Sea: A History and Tour Guide of the War in the West, Sherman's March Across Georgia and Through the Carolinas, 1864-1865 (revised edition)		Miles, Jim			Please see print version for full text.	Marszalek, John F.	Winter 2003	2002-12-01	Review	Tourists invited to join famous march	In Sherman's shadow	Cumberland House Publishing					"<img hspace=6 align=LEFT width=161 height=204 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ToTheSea.jpg"">"	
2379	385501390	$27.50	American Scoundrel: The Life of the Notorious Civil War General Dan Sickles		Keneally, Thomas			Please see print version for full text.	Anderson, Paul Christopher	Winter 2003	2002-12-01	Review	Biography challenges 'traditional values'	American hypocrisy	Doubleday					"<img hspace=6 align=LEFT width=161 height=232 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/AmericanScoundrel.jpg"">"	
2287	822328879	$32.95	To Live and Die:<br> Collected Stories of the Civil War, 1861-1876		Diffley, Kathleen			Please see print version for full text.	Bennett, James Gordon	Fall 2002	2002-09-01				Duke University Press					"<img hspace=6 align=LEFT width=161 height=243 alt=""Product Cover"" border=0 src=""/civilwarbookreview/images/jackets/ToLiveandDie.jpg"">"	
